county_name,date,employed_count,labor_force,unemployed_count,unemployment_rate
Washtenaw,2009-05-01,168476,185379,16903,9.1
Washtenaw,2009-06-01,167456,186906,19450,10.4
Washtenaw,2009-07-01,166338,185525,19187,10.3
Washtenaw,2009-08-01,166160,183504,17344,9.5
Washtenaw,2009-09-01,166065,182887,16822,9.2
Washtenaw,2009-10-01,168424,184576,16152,8.8
Washtenaw,2009-11-01,170238,185549,15311,8.3
Washtenaw,2009-12-01,167849,183263,15414,8.4
Washtenaw,2010-01-01,165446,181527,16081,8.9
Washtenaw,2010-02-01,167213,182896,15683,8.6
Washtenaw,2010-03-01,165812,182090,16278,8.9
Washtenaw,2010-04-01,167199,182393,15194,8.3
Washtenaw,2010-05-01,165626,181170,15544,8.6
Washtenaw,2010-06-01,164694,181212,16518,9.1
Washtenaw,2010-07-01,164524,181848,17324,9.5
Washtenaw,2010-08-01,164370,179673,15303,8.5
Washtenaw,2010-09-01,166132,180271,14139,7.8
Washtenaw,2010-10-01,168352,181440,13088,7.2
Washtenaw,2010-11-01,171514,183868,12354,6.7
Washtenaw,2010-12-01,170895,182557,11662,6.4
Washtenaw,2011-01-01,167825,180132,12307,6.8
Washtenaw,2011-02-01,169152,181121,11969,6.6
Washtenaw,2011-03-01,169670,181994,12324,6.8
Washtenaw,2011-04-01,170049,181469,11420,6.3
Washtenaw,2011-05-01,168073,180367,12294,6.8
Washtenaw,2011-06-01,165885,179568,13683,7.6
Washtenaw,2011-07-01,165252,179559,14307,8
Washtenaw,2011-08-01,165213,177966,12753,7.2
Washtenaw,2011-09-01,167493,179410,11917,6.6
Washtenaw,2011-10-01,170521,181436,10915,6
Washtenaw,2011-11-01,173711,183690,9979,5.4
Washtenaw,2011-12-01,171488,181624,10136,5.6
Washtenaw,2012-01-01,168757,179349,10592,5.9
Washtenaw,2012-02-01,170915,181521,10606,5.8
Washtenaw,2012-03-01,170738,181638,10900,6
Washtenaw,2012-04-01,172777,182907,10130,5.5
Washtenaw,2012-05-01,171728,182987,11259,6.2
Washtenaw,2012-06-01,169946,182331,12385,6.8
Washtenaw,2012-07-01,168552,181872,13320,7.3
Washtenaw,2012-08-01,168692,180053,11361,6.3
Washtenaw,2012-09-01,171137,181100,9963,5.5
Washtenaw,2012-10-01,173939,183695,9756,5.3
Washtenaw,2012-11-01,176166,185168,9002,4.9
Washtenaw,2012-12-01,173740,183681,9941,5.4
Washtenaw,2013-01-01,171316,181829,10513,5.8
Washtenaw,2013-02-01,173982,184297,10315,5.6
Washtenaw,2013-03-01,173969,184225,10256,5.6
Washtenaw,2013-04-01,175875,185778,9903,5.3
Washtenaw,2013-05-01,175164,186495,11331,6.1
Washtenaw,2013-06-01,172011,184645,12634,6.8
Washtenaw,2013-07-01,169974,183133,13159,7.2
Washtenaw,2013-08-01,170538,181963,11425,6.3
Washtenaw,2013-09-01,172942,183356,10414,5.7
Washtenaw,2013-10-01,174181,184478,10297,5.6
Washtenaw,2013-11-01,178234,187570,9336,5
Washtenaw,2013-12-01,174797,183791,8994,4.9
Washtenaw,2014-01-01,173406,182600,9194,5
Washtenaw,2014-02-01,176883,186579,9696,5.2
Washtenaw,2014-03-01,177357,187087,9730,5.2
Washtenaw,2014-04-01,179450,188347,8897,4.7
Washtenaw,2014-05-01,179370,189480,10110,5.3
Washtenaw,2014-06-01,176753,187198,10445,5.6
Washtenaw,2014-07-01,175642,186971,11329,6.1
Washtenaw,2014-08-01,176461,185666,9205,5
Washtenaw,2014-09-01,177409,186169,8760,4.7
Washtenaw,2014-10-01,182226,190280,8054,4.2
Washtenaw,2014-11-01,184727,191914,7187,3.7
Washtenaw,2014-12-01,182885,189612,6727,3.5
Washtenaw,2015-01-01,179411,187038,7627,4.1
Washtenaw,2015-02-01,181932,188928,6996,3.7
Washtenaw,2015-03-01,182399,189335,6936,3.7
Washtenaw,2015-04-01,183994,190677,6683,3.5
Washtenaw,2015-05-01,183743,191909,8166,4.3
Washtenaw,2015-06-01,180302,188514,8212,4.4
Washtenaw,2015-07-01,179746,188366,8620,4.6
Washtenaw,2015-08-01,179808,186920,7112,3.8
Washtenaw,2015-09-01,178863,185330,6467,3.5
Washtenaw,2015-10-01,184642,191081,6439,3.4
Washtenaw,2015-11-01,187264,192880,5616,2.9
Washtenaw,2015-12-01,186001,191431,5430,2.8
Washtenaw,2016-01-01,186119,192270,6151,3.2
Washtenaw,2016-02-01,189297,195572,6275,3.2
Washtenaw,2016-03-01,189231,195806,6575,3.4
Washtenaw,2016-04-01,191300,197576,6276,3.2
Washtenaw,2016-05-01,186962,193923,6961,3.6
Washtenaw,2016-06-01,185114,193002,7888,4.1
Washtenaw,2016-07-01,184029,192770,8741,4.5
Washtenaw,2016-08-01,184935,192761,7826,4.1
Washtenaw,2016-09-01,188774,196026,7252,3.7
Washtenaw,2016-10-01,189983,197394,7411,3.8
Washtenaw,2016-11-01,193189,199397,6208,3.1
Washtenaw,2016-12-01,190540,196137,5597,2.9
Washtenaw,2017-01-01,188121,194977,6856,3.5
Washtenaw,2017-02-01,190271,197024,6753,3.4
Washtenaw,2017-03-01,191601,197553,5952,3
Washtenaw,2017-04-01,192758,197892,5134,2.6
Washtenaw,2017-05-01,188638,194857,6219,3.2
Washtenaw,2017-06-01,187564,194817,7253,3.7
Washtenaw,2017-07-01,186514,195438,8924,4.6
Washtenaw,2017-08-01,186961,194758,7797,4
Washtenaw,2017-09-01,191548,199073,7525,3.8
Washtenaw,2017-10-01,192895,199190,6295,3.2
Washtenaw,2017-11-01,195951,201805,5854,2.9
Washtenaw,2017-12-01,193243,198832,5589,2.8
Washtenaw,2018-01-01,190523,196890,6367,3.2
Washtenaw,2018-02-01,194188,200517,6329,3.2
Washtenaw,2018-03-01,195175,200888,5713,2.8
Washtenaw,2018-04-01,195413,200702,5289,2.6
Washtenaw,2018-05-01,191914,197626,5712,2.9
Washtenaw,2018-06-01,190678,197504,6826,3.5
Washtenaw,2018-07-01,190603,198075,7472,3.8
Washtenaw,2018-08-01,189449,195600,6151,3.1
Washtenaw,2018-09-01,192966,198721,5755,2.9
Washtenaw,2018-10-01,196337,202024,5687,2.8
Washtenaw,2018-11-01,199473,204472,4999,2.4
Washtenaw,2018-12-01,196923,202216,5293,2.6
Washtenaw,2019-01-01,192682,198340,5658,2.9
Washtenaw,2019-02-01,196777,202586,5809,2.9
Washtenaw,2019-03-01,197357,203638,6281,3.1
Washtenaw,2019-04-01,197134,202381,5247,2.6
Washtenaw,2019-05-01,195920,201784,5864,2.9
Washtenaw,2019-06-01,193057,199858,6801,3.4
Washtenaw,2019-07-01,193299,201285,7986,4
Washtenaw,2019-08-01,193609,200064,6455,3.2
Washtenaw,2019-09-01,197069,202803,5734,2.8
Washtenaw,2019-10-01,199135,203964,4829,2.4
Washtenaw,2019-11-01,202993,207337,4344,2.1
Washtenaw,2019-12-01,200905,205237,4332,2.1
Washtenaw,2020-01-01,197322,202099,4777,2.4
Washtenaw,2020-02-01,200658,205350,4692,2.3
Washtenaw,2020-03-01,197153,203084,5931,2.9
Washtenaw,2020-04-01,158822,184435,25613,13.9
Washtenaw,2020-05-01,169270,191762,22492,11.7
Washtenaw,2020-06-01,181948,202840,20892,10.3
Washtenaw,2020-07-01,179736,199198,19462,9.8
Washtenaw,2020-08-01,183366,197869,14503,7.3
Washtenaw,2020-09-01,184311,196558,12247,6.2
Washtenaw,2020-10-01,186711,195944,9233,4.7
Washtenaw,2020-11-01,187599,195926,8327,4.3
Washtenaw,2020-12-01,183558,192382,8824,4.6
Washtenaw,2021-01-01,181433,190114,8681,4.6
Washtenaw,2021-02-01,183502,192025,8523,4.4
Washtenaw,2021-03-01,183689,192339,8650,4.5
Washtenaw,2021-04-01,183087,191282,8195,4.3
Washtenaw,2021-05-01,181402,190276,8874,4.7
Washtenaw,2021-06-01,178524,188236,9712,5.2
Washtenaw,2021-07-01,181268,190945,9677,5.1
Washtenaw,2021-08-01,182470,190581,8111,4.3
Washtenaw,2021-09-01,185679,192705,7026,3.6
Washtenaw,2021-10-01,187015,193148,6133,3.2
Washtenaw,2021-11-01,191057,196244,5187,2.6
Washtenaw,2021-12-01,189207,194736,5529,2.8
Washtenaw,2022-01-01,188888,195427,6539,3.3
Washtenaw,2022-02-01,190166,197348,7182,3.6
Washtenaw,2022-03-01,193134,199823,6689,3.3
Washtenaw,2022-04-01,193991,200179,6188,3.1
Washtenaw,2022-05-01,192996,200489,7493,3.7
Washtenaw,2022-06-01,189493,197691,8198,4.1
Washtenaw,2022-07-01,190253,198467,8214,4.1
Washtenaw,2022-08-01,191282,198612,7330,3.7
Washtenaw,2022-09-01,194014,200423,6409,3.2
Washtenaw,2022-10-01,192528,198987,6459,3.2
Washtenaw,2022-11-01,195728,201718,5990,3
Washtenaw,2022-12-01,193956,199741,5785,2.9
Washtenaw,2023-01-01,194424,201049,6625,3.3
Washtenaw,2023-02-01,195136,201855,6719,3.3
Washtenaw,2023-03-01,196474,203011,6537,3.2
Washtenaw,2023-04-01,199779,204915,5136,2.5
Washtenaw,2023-05-01,199196,206254,7058,3.4
Washtenaw,2023-06-01,198638,206282,7644,3.7
Washtenaw,2023-07-01,199076,207013,7937,3.8
Washtenaw,2023-08-01,199420,207130,7710,3.7
Washtenaw,2023-09-01,199409,206143,6734,3.3
Washtenaw,2023-10-01,199570,205948,6378,3.1
Washtenaw,2023-11-01,202940,208429,5489,2.6
Washtenaw,2023-12-01,198817,204346,5529,2.7
Washtenaw,2024-01-01,199331,205494,6163,3
Washtenaw,2024-02-01,198805,205400,6595,3.2
Washtenaw,2024-03-01,200689,207570,6881,3.3
Washtenaw,2024-04-01,201222,207628,6406,3.1
Washtenaw,2024-05-01,201350,209210,7860,3.8
Washtenaw,2024-06-01,200264,209583,9319,4.4
Washtenaw,2024-07-01,200476,210892,10416,4.9
Washtenaw,2024-08-01,199203,208425,9222,4.4
Washtenaw,2024-09-01,201231,209098,7867,3.8
Washtenaw,2024-10-01,199673,207440,7767,3.7
Washtenaw,2024-11-01,202661,210596,7935,3.8
Washtenaw,2024-12-01,199933,207992,8059,3.9
Washtenaw,2025-01-01,199447,208448,9001,4.3
Washtenaw,2025-02-01,199367,208293,8926,4.3
Washtenaw,2025-03-01,200980,210434,9454,4.5
Washtenaw,2025-04-01,200806,209011,8205,3.9
Washtenaw,2025-05-01,199656,209162,9506,4.5
Washtenaw,2025-06-01,197818,207897,10079,4.8
Washtenaw,2025-07-01,198048,208272,10224,4.9
Washtenaw,2025-08-01,197759,206997,9238,4.5
Washtenaw,2025-09-01,199357,207243,7886,3.8
Washtenaw,2025-11-01,195790,203916,8126,4
Washtenaw,2025-12-01,192882,200437,7555,3.8
Washtenaw,2026-01-01,192404,200951,8547,4.3
Washtenaw,2026-02-01,193431,200849,7418,3.7
Washtenaw,2026-03-01,192155,199600,7445,3.7
Washtenaw,2026-04-01,187824,194589,6765,3.5
